id,Был негативный опыт кредитов,Был позитивный опыт кредитов,Вернул кредит,Возраст,"Доход в месяц, руб",Количество кредитных карт,Количество лет на последней работе,Количество объектов недвижимости в собственности,Уровень образования
90936,0,1,0,55,192513,7,9,6,3
90937,0,1,1,35,370223,2,8,0,4
90938,0,1,0,45,11958,6,3,0,3
90939,0,0,1,41,49347,4,2,0,3
90940,0,1,1,36,587554,3,3,0,2
90941,0,0,1,46,172140,2,4,22,4
90942,0,1,1,40,15799,4,17,3,3
90943,0,0,1,40,21965,6,14,2,2
90944,0,0,1,41,196188,4,3,9,2
90945,0,0,1,30,199384,6,16,5,2
90946,0,0,1,24,228774,2,4,0,2
90947,0,0,0,37,224503,1,10,0,2
90948,0,1,0,37,501825,1,9,18,4
90949,1,1,1,35,19968,3,4,0,1
90950,0,0,1,33,19515,2,4,5,2
90951,0,0,0,30,372917,2,3,0,3
90952,1,0,1,32,650470,2,1,5,4
90953,0,0,1,45,9249,1,7,7,2
90954,0,0,0,30,18703,2,5,0,2
90955,0,0,1,51,150571,1,4,0,2
90956,0,0,0,28,236909,3,9,0,3
90957,0,1,1,33,434255,2,4,0,3
90958,0,1,0,34,24410,2,3,0,2
90959,0,0,0,44,451285,2,5,6,3
90960,0,1,0,34,12783,3,3,0,1
90961,0,0,1,34,277451,4,4,7,2
90962,0,0,1,29,158368,1,19,0,3
90963,0,0,1,31,20262,4,17,0,2
90964,0,1,1,34,763431,2,0,5,2
90965,1,1,0,36,21438,8,3,2,2
90966,0,1,0,31,8360,2,18,2,2
90967,0,0,1,33,21192,4,3,0,2
90968,0,1,1,47,15338,2,2,0,3
90969,0,1,1,32,514487,2,5,2,2
90970,0,0,1,32,206752,9,3,5,2
90971,0,0,0,37,519995,6,2,0,2
90972,0,0,0,32,311412,3,3,0,2
90973,0,0,0,32,9351,1,4,0,3
90974,0,1,1,31,338045,4,5,0,2
90975,0,1,1,35,312516,2,3,0,2
90976,1,0,1,35,295549,2,3,6,2
90977,0,1,1,32,162170,2,7,0,2
90978,0,0,0,41,11938,2,3,0,2
90979,0,0,0,38,405101,5,3,0,2
90980,0,1,1,53,174272,4,4,0,3
90981,0,0,1,35,459125,1,2,0,2
90982,0,1,1,37,15895,2,5,6,2
90983,0,1,1,45,24805,3,3,0,2
90984,0,0,1,31,256096,4,4,0,2
90985,0,1,1,44,16531,2,7,0,2
90986,0,0,1,33,19540,2,3,7,3
90987,0,1,1,46,18270,4,9,4,2
90988,0,0,1,43,106939,5,8,0,2
90989,0,0,1,28,321537,3,2,13,3
90990,0,0,0,32,17767,2,3,3,1
90991,1,0,0,41,21945,4,4,18,2
90992,0,1,1,27,15130,2,17,0,1
90993,1,1,0,39,23343,1,3,0,2
90994,0,0,1,29,227257,1,9,0,2
90995,0,0,1,34,30509,1,3,15,3
90996,0,0,1,26,22757,2,4,0,2
90997,1,1,0,42,95100,5,4,0,1
90998,1,1,0,24,320020,3,6,6,2
90999,0,0,0,33,161167,3,3,15,2
91000,0,0,1,44,14208,1,3,8,2
91001,0,1,1,26,599169,6,14,3,1
91002,0,1,1,31,335995,2,7,0,2
91003,0,0,0,41,124130,5,5,18,2
91004,1,1,1,58,14275,2,4,9,2
91005,0,1,0,27,36653,5,4,0,2
91006,0,1,1,34,198302,3,22,0,3
91007,0,1,0,31,5955,1,23,6,3
91008,1,1,0,30,23849,4,2,2,2
91009,0,0,1,28,310441,3,23,3,2
91010,0,0,1,33,85065,3,4,0,3
91011,0,0,1,31,21166,3,3,3,2
91012,0,1,1,37,224708,4,3,8,2
91013,0,0,1,23,39660,2,12,0,2
91014,0,1,1,48,42113,3,3,2,2
91015,0,0,1,36,229440,3,8,0,2
91016,0,1,0,35,99148,2,18,0,2
91017,0,1,0,38,22065,1,4,2,2
91018,0,1,1,42,129365,4,3,0,2
91019,0,1,1,34,275397,3,8,10,2
91020,0,0,1,38,19281,3,6,0,2
91021,1,1,1,36,149664,6,16,0,1
91022,0,1,1,39,306492,1,9,14,2
91023,0,0,0,34,254077,4,3,2,2
91024,0,1,1,52,20581,3,13,0,2
91025,0,0,1,30,24397,2,2,0,2
91026,0,1,1,34,452271,4,8,10,3
91027,0,0,1,31,289463,2,3,9,2
91028,1,1,1,25,347374,1,12,0,2
91029,0,0,1,38,18918,2,3,0,2
91030,0,0,1,36,419832,2,12,0,3
91031,0,0,1,51,20631,2,3,0,2
91032,0,0,1,46,18235,2,24,0,1
91033,0,0,0,37,19882,3,3,2,2
91034,0,1,1,48,19287,1,8,4,2
91035,1,0,0,67,20737,3,13,0,3
91036,0,1,1,30,327517,2,3,18,2
91037,0,1,1,27,20069,2,5,14,3
91038,1,1,0,51,20920,1,8,0,3
91039,0,0,0,24,19578,2,3,0,3
91040,0,1,1,48,20213,3,2,0,3
91041,0,1,1,32,23080,3,15,1,2
91042,0,0,0,49,20193,3,1,0,2
91043,0,0,1,25,24223,1,10,9,2
91044,1,0,0,34,22522,7,4,6,3
91045,0,1,1,33,16824,2,14,3,2
91046,0,1,1,27,20413,4,10,0,2
91047,0,0,1,24,501125,1,13,6,3
91048,0,0,0,38,11762,7,12,0,1
91049,1,1,1,43,46743,4,6,9,3
91050,0,1,1,37,447562,2,6,1,3
91051,0,1,1,43,9869,4,4,2,4
91052,0,0,1,33,22296,2,4,2,2
91053,0,0,0,34,21541,4,5,0,2
91054,0,1,1,32,11072,3,2,0,3
91055,0,1,0,44,22907,3,17,10,3
91056,0,1,1,45,17718,3,3,0,2
91057,1,0,1,53,15473,2,3,1,2
91058,0,1,1,54,14439,2,6,9,2
91059,0,0,1,34,14907,2,6,4,3
91060,0,0,1,29,405323,1,10,0,2
91061,0,0,0,26,354607,2,18,0,2
91062,0,0,1,57,160757,7,8,0,4
91063,0,0,0,37,279917,4,11,0,2
91064,0,1,1,32,11153,2,30,2,2
91065,0,0,1,40,9375,1,4,0,4
91066,0,0,1,37,24562,2,22,0,2
91067,0,1,1,59,19913,4,8,12,3
91068,0,0,1,43,20343,2,16,0,3
91069,0,1,1,53,13815,2,2,0,2
91070,0,0,1,45,17374,6,3,0,5
91071,0,1,1,43,476916,5,11,0,3
91072,0,1,1,30,20279,3,4,7,4
91073,0,0,1,37,140703,3,3,12,2
91074,0,1,1,33,15260,1,14,7,2
91075,0,1,1,26,21210,4,4,9,2
91076,0,1,1,38,19563,2,4,1,2
91077,0,0,1,29,306157,1,12,5,2
91078,0,0,1,57,761953,1,4,9,2
91079,0,1,1,33,9347,2,15,0,2
91080,0,1,0,26,230997,1,6,7,2
91081,1,1,1,28,362104,2,3,0,2
91082,0,0,1,44,19850,2,13,12,1
91083,0,0,0,32,451302,1,4,1,2
91084,0,1,0,36,128274,6,3,0,2
91085,0,1,1,35,17453,1,3,6,2
91086,0,0,1,32,111201,3,3,17,2
91087,0,0,1,32,16464,1,3,11,2
91088,0,0,0,34,20423,6,12,3,2
91089,0,0,1,53,23183,4,2,13,2
91090,0,1,1,31,17282,4,4,14,3
91091,0,1,0,39,443451,5,3,0,2
91092,0,0,0,41,20300,0,2,0,3
91093,0,1,1,39,23482,3,3,0,3
91094,0,0,0,37,22691,2,13,3,3
91095,0,1,1,40,20173,4,8,0,2
91096,0,1,1,32,642767,2,8,0,3
91097,0,1,1,59,133968,4,20,1,1
91098,0,1,0,48,24181,6,4,0,1
91099,0,1,1,35,24971,3,12,8,3
91100,0,0,1,35,291601,3,3,0,2
91101,0,0,1,47,3614,4,2,0,2
91102,0,0,0,55,23407,5,5,0,2
91103,0,0,0,22,22161,1,7,7,2
91104,0,1,0,28,297845,5,6,6,2
91105,0,0,1,48,393475,2,17,0,2
91106,0,0,0,42,23158,2,3,7,2
91107,0,1,0,45,508036,1,9,9,3
91108,0,1,1,30,253762,2,2,4,2
91109,0,1,0,30,18635,1,8,1,2
91110,0,1,1,39,21067,2,3,16,2
91111,0,0,1,29,63139,1,4,6,3
91112,0,1,1,44,20202,3,4,15,2
91113,0,1,1,41,78220,4,2,3,2
91114,0,0,1,43,178109,2,4,7,2
91115,0,0,0,36,10692,6,3,6,2
91116,0,1,1,26,13925,4,9,0,2
91117,0,1,1,46,632687,2,20,1,1
91118,0,0,1,39,300439,2,7,3,2
91119,0,1,1,39,17650,1,8,0,3
91120,0,0,1,30,214415,3,6,0,2
91121,0,1,1,46,21288,3,10,4,3
91122,0,1,1,25,22378,4,9,0,2
91123,0,1,1,37,122420,2,15,4,3
91124,0,1,0,44,320101,2,16,0,2
91125,1,1,0,26,22132,7,3,0,2
91126,0,1,1,39,11306,4,5,7,2
91127,0,0,1,29,134042,1,3,0,2
91128,0,1,1,31,21465,2,2,1,2
91129,0,0,1,31,104926,2,2,0,2
91130,0,0,0,30,182090,1,10,0,3
91131,0,0,0,29,173007,1,1,7,3
91132,0,1,1,47,46287,2,9,0,2
91133,0,1,1,44,16055,1,3,5,1
91134,0,0,1,29,19995,3,4,0,4
91135,0,1,1,30,14269,3,25,0,2
91136,0,0,1,28,364407,6,2,0,3
91137,0,0,1,65,679090,2,2,0,2
91138,0,0,0,61,22203,4,7,0,2
91139,0,0,1,28,21230,3,7,0,4
91140,0,1,1,71,82070,1,3,0,3
91141,0,1,1,28,306405,5,3,0,2
91142,0,0,1,29,23860,6,4,2,3
91143,0,0,0,38,355029,2,14,0,3
91144,0,1,1,43,13364,0,18,0,3
91145,0,0,1,55,21734,2,8,0,2
91146,0,0,1,34,24711,1,14,5,2
91147,0,1,0,31,337095,3,4,0,1
91148,1,1,1,48,20838,2,6,0,2
91149,0,1,1,33,9572,2,12,2,1
91150,0,0,1,51,21360,2,4,5,1
91151,1,1,1,26,23464,1,2,3,2
91152,0,0,1,29,347580,2,2,4,2
91153,1,1,0,37,10836,1,2,0,3
91154,0,0,1,34,18806,1,1,1,2
91155,0,1,1,26,23402,3,9,0,2
91156,0,0,0,37,21607,5,4,0,2
91157,0,1,0,44,508781,1,3,10,2
91158,0,1,1,35,385284,4,3,2,3
91159,0,0,0,33,24122,4,6,3,2
91160,0,1,1,40,21848,5,2,0,2
91161,0,1,1,33,21603,2,3,0,3
91162,0,1,1,31,385801,5,4,6,3
91163,0,1,1,45,119685,5,3,3,5
91164,0,1,1,31,21875,5,3,0,2
91165,0,1,1,31,221749,4,7,3,3
91166,0,0,1,36,470826,1,4,5,2
91167,0,0,0,29,191718,1,16,0,2
91168,0,1,1,23,316608,2,25,8,1
91169,0,0,0,31,16231,1,3,6,2
91170,1,1,1,41,389223,0,9,0,2
91171,0,0,0,33,23751,5,13,2,2
91172,0,1,0,28,395940,6,4,6,3
91173,0,1,0,53,14280,4,5,2,2
91174,0,0,1,40,110446,6,13,4,3
91175,0,1,1,61,164367,5,7,0,3
91176,0,1,1,59,68921,7,16,0,2
91177,0,1,1,37,5710,3,3,0,3
91178,0,0,1,46,358111,6,4,0,2
91179,0,1,0,45,9416,2,6,4,2
91180,0,1,1,31,9069,2,3,0,1
91181,1,1,1,53,13343,1,2,0,2
91182,0,1,1,39,310217,3,4,0,2
91183,0,1,0,39,309282,4,5,6,2
91184,0,1,1,29,13944,1,7,0,1
91185,0,0,0,46,113016,8,18,12,3
91186,0,1,1,37,19202,2,3,0,3
91187,0,1,1,30,21570,2,3,3,1
91188,0,1,1,34,530527,1,8,0,2
91189,0,0,1,28,224882,2,5,0,2
91190,0,0,0,68,161668,1,4,8,1
91191,0,1,1,31,663015,4,3,0,4
91192,0,0,1,39,8873,2,2,3,2
91193,0,0,1,58,305592,3,4,0,2
91194,0,0,1,51,17112,3,4,0,2
91195,0,1,1,40,161610,3,13,0,3
91196,0,0,1,47,12408,2,2,0,2
91197,0,0,0,45,207789,4,3,2,3
91198,1,1,0,32,13601,5,3,0,2
91199,0,1,1,34,492651,1,3,0,3
91200,0,0,1,45,679239,1,21,0,3
91201,1,1,0,51,20970,4,10,3,2
91202,0,0,1,30,20326,2,3,0,1
91203,0,0,1,29,11761,2,2,2,2
91204,0,1,0,43,19431,7,1,7,2
91205,0,1,1,44,441773,2,2,0,4
91206,0,0,1,33,9802,1,19,13,2
91207,0,0,1,39,135666,4,4,4,2
91208,0,0,1,41,19371,2,14,0,3
91209,0,1,1,24,24864,1,4,0,2
91210,0,0,1,35,23697,2,2,1,2
91211,1,1,1,58,603599,5,3,0,3
91212,0,0,1,25,158795,4,4,0,2
91213,0,1,1,23,17747,1,8,0,2
91214,0,1,1,45,34469,6,3,0,2
91215,0,0,1,26,19901,3,21,4,3
91216,0,1,1,27,126544,3,3,0,2
91217,0,0,1,35,134585,2,3,0,2
91218,0,0,1,35,14765,1,10,12,1
91219,0,1,0,42,197405,1,2,3,2
91220,0,0,1,39,20631,1,3,0,3
91221,0,0,1,21,474321,1,16,5,2
91222,0,0,1,52,207962,3,3,0,3
91223,0,0,1,31,119324,2,2,8,2
91224,1,1,1,53,331114,2,13,0,2
91225,0,1,1,29,169924,4,3,0,2
91226,0,0,0,21,15925,1,3,0,3
91227,0,1,1,31,178156,4,3,2,2
91228,1,0,1,45,20431,3,10,9,2
91229,0,1,0,43,83222,4,3,6,2
91230,0,1,1,31,128674,1,18,11,2
91231,0,1,0,42,18048,1,3,6,3
91232,0,1,1,56,15069,2,5,6,3
91233,1,1,1,27,238650,2,4,0,2
91234,0,1,0,50,8993,2,3,5,2
91235,0,1,1,35,260531,4,18,10,3
91236,0,0,1,23,129288,1,3,0,3
91237,0,0,1,28,530323,2,10,9,2
91238,0,1,1,32,13066,1,7,3,2
91239,0,1,1,49,211811,1,3,7,2
91240,0,0,1,24,240139,2,3,0,4
91241,0,1,1,47,517841,2,1,0,2
91242,0,0,1,33,14984,1,14,3,2
91243,0,1,1,36,499029,2,5,0,3
91244,0,1,1,28,24265,1,14,0,3
91245,0,1,0,40,15666,2,7,3,2
91246,1,0,1,36,115122,2,9,0,2
91247,0,1,1,40,23894,3,10,4,4
91248,0,0,1,42,18024,6,2,16,2
91249,0,0,1,35,529581,5,11,0,3
91250,0,1,1,58,23211,4,2,7,1
91251,0,1,1,40,102207,5,3,0,2
91252,0,0,0,46,4292,2,3,12,2
91253,0,0,1,39,17398,6,4,2,2
91254,0,0,0,33,22779,6,4,0,3
91255,0,1,1,30,14162,2,10,0,2
91256,0,0,1,42,20084,2,10,2,2
91257,0,1,1,41,23082,3,3,0,2
91258,0,1,1,40,55738,2,4,0,2
91259,0,1,1,34,614419,1,7,0,2
91260,0,1,1,34,14686,3,18,3,4
91261,0,0,1,35,588448,5,14,0,2
91262,0,0,0,40,313602,3,2,0,2
91263,0,0,1,54,243470,8,10,2,2
91264,0,1,1,58,372466,4,9,0,2
91265,0,1,1,51,21723,2,5,0,2
91266,0,1,0,35,160348,2,3,0,2
91267,0,1,1,64,32888,4,11,5,3
91268,0,0,1,45,509354,1,14,2,3
91269,0,1,1,47,20061,3,10,15,3
91270,0,0,1,60,9332,3,7,0,2
91271,0,0,1,28,133086,6,1,5,2
91272,0,0,0,31,22658,2,2,16,2
91273,0,0,0,36,101853,5,7,0,1
91274,0,0,1,41,685608,1,3,0,4
91275,0,1,1,52,63643,1,2,8,3
91276,0,1,1,48,450208,5,12,0,2
91277,0,1,1,42,246884,4,1,0,2
91278,0,1,1,50,367832,2,4,3,2
91279,0,0,1,33,21501,4,4,0,1
91280,0,1,1,47,217323,2,23,0,4
91281,1,1,0,28,24942,5,8,0,2
91282,0,0,1,43,24869,6,4,0,3
91283,0,0,1,34,548448,7,4,0,4
91284,0,1,0,33,243853,2,9,0,3
91285,0,0,1,31,124887,5,12,7,2
91286,0,1,1,62,647881,3,3,5,2
91287,0,1,0,37,18177,2,19,2,2
91288,1,0,0,26,94111,5,3,0,2
91289,0,1,1,41,24763,4,2,2,2
91290,0,0,0,52,539027,8,4,0,2
91291,0,0,0,44,17866,3,6,0,2
91292,0,1,1,39,23326,2,3,0,2
91293,1,0,0,43,22779,2,3,0,2
91294,1,0,1,44,463678,2,3,9,1
91295,0,0,0,31,9033,5,3,2,2
91296,0,1,0,34,23775,1,3,0,2
91297,0,0,1,30,169542,8,15,15,2
91298,0,0,1,37,13055,1,3,5,2
91299,1,1,1,31,204956,1,2,10,2
91300,0,1,0,33,385259,2,18,10,3
91301,1,1,1,29,770964,3,11,1,2
91302,0,0,0,26,241418,2,4,0,4
91303,0,0,1,28,163242,2,2,3,3
91304,0,0,1,29,14900,2,4,0,1
91305,0,1,1,39,15080,4,15,1,2
91306,0,0,1,32,20239,9,6,10,1
91307,0,1,1,46,334531,3,5,5,1
91308,0,1,1,32,15171,2,3,0,4
91309,1,0,0,25,20151,2,13,0,2
91310,0,1,1,31,242160,3,3,0,4
91311,0,1,1,33,495416,3,15,0,2
91312,0,1,0,28,88501,3,3,8,2
91313,0,0,0,33,18130,2,2,0,3
91314,0,0,1,39,337685,6,2,14,2
91315,0,0,1,32,429268,2,19,0,3
91316,0,1,1,34,170607,2,18,0,2
91317,0,0,1,27,96475,2,4,10,2
91318,0,1,1,31,20477,4,2,23,2
91319,0,0,0,30,20400,3,5,9,3
91320,0,0,0,43,19472,6,4,0,2
91321,0,0,0,33,20146,3,1,0,2
91322,1,1,1,39,138779,3,4,0,4
91323,0,1,1,34,154160,1,2,0,2
91324,0,1,1,31,1321,4,5,2,2
91325,0,0,1,38,140623,2,3,0,2
91326,0,0,1,33,20325,3,7,0,2
91327,0,0,0,24,14620,1,0,0,2
91328,0,0,1,57,18821,2,4,0,2
91329,0,0,1,35,10238,1,7,0,4
91330,1,0,1,32,20088,2,8,1,2
91331,0,0,1,52,16891,1,15,0,3
91332,0,1,1,34,83528,1,8,5,2
91333,0,1,1,38,11468,3,11,0,2
91334,0,0,0,53,17254,2,4,8,2
91335,0,1,1,29,63284,3,5,7,2
91336,0,0,1,30,15816,1,11,17,2
91337,0,1,0,32,88280,2,15,17,2
91338,0,1,1,39,19039,3,12,4,2
91339,0,0,0,38,184695,5,2,3,2
91340,0,1,1,32,267127,5,19,0,2
91341,0,0,1,29,19885,4,6,3,4
91342,0,0,1,31,21486,6,14,0,2
91343,0,0,1,32,24657,1,4,3,2
91344,0,1,1,47,97786,3,2,0,2
91345,0,1,1,33,244703,5,14,0,2
91346,0,1,0,38,112612,1,3,9,2
91347,0,1,0,45,221625,1,3,5,4
91348,0,0,1,31,49373,3,11,2,2
91349,0,0,0,42,119605,5,10,5,2
91350,0,0,0,56,340462,5,3,0,3
91351,0,1,1,45,14172,2,12,3,2
91352,0,1,1,43,141096,4,16,2,2
91353,0,0,1,23,271308,1,22,14,2
91354,0,0,0,39,21401,4,7,4,2
91355,0,1,1,29,7332,4,3,14,2
91356,0,1,1,24,468733,4,4,0,3
91357,0,0,1,38,10023,2,11,0,3
91358,1,1,1,34,21101,2,6,0,3
91359,0,1,1,28,488006,6,4,0,2
91360,0,0,1,43,4327,2,12,10,1
91361,0,1,1,31,50766,3,4,0,3
91362,0,1,1,29,381298,4,4,4,2
91363,0,1,1,26,14221,4,8,0,2
91364,0,1,1,39,197198,3,14,0,2
91365,1,0,1,41,154261,3,7,2,2
91366,1,0,0,31,12454,1,4,1,2
91367,0,1,1,35,180434,2,8,2,2
91368,0,1,1,33,239004,2,13,1,3
91369,0,1,0,30,12227,1,7,1,3
91370,0,1,0,25,99976,0,22,0,3
91371,0,0,1,35,189970,2,11,0,2
91372,0,0,1,36,232106,2,23,0,2
91373,0,1,1,30,58857,2,3,6,3
91374,0,1,1,41,87277,2,3,5,4
91375,1,0,1,35,23512,2,1,0,2
91376,0,1,1,27,153147,2,17,6,5
91377,0,0,1,48,266185,1,16,3,2
91378,0,1,1,35,298085,2,8,2,3
91379,0,1,0,38,566827,1,10,3,2
91380,0,1,1,35,507910,11,4,4,2
91381,0,0,1,41,37780,2,10,0,3
91382,0,1,1,42,16257,3,10,0,3
91383,0,0,1,66,17267,2,24,4,2
91384,0,1,1,37,23487,1,4,2,2
91385,0,1,0,46,264353,2,13,0,2
91386,0,0,1,29,18586,2,4,1,4
91387,0,1,1,42,640201,1,1,0,4
91388,0,0,1,34,237333,3,7,6,2
91389,1,1,1,33,10071,2,1,0,2
91390,0,0,0,31,16057,2,2,0,2
91391,0,0,1,34,66322,2,23,0,2
91392,0,1,0,34,13524,3,6,0,2
91393,0,0,1,52,211044,1,3,2,2
91394,0,0,1,19,264281,1,6,4,3
91395,0,0,0,50,150690,2,20,0,2
91396,0,1,1,25,14305,8,7,0,2
91397,0,0,1,34,93636,1,4,0,2
91398,0,0,1,48,20016,4,12,0,3
91399,0,0,1,26,249205,4,9,0,2
91400,0,1,1,42,94755,4,3,0,2
91401,0,1,0,47,72324,2,12,2,2
91402,0,1,0,18,219351,4,14,0,2
91403,0,1,0,32,19517,2,3,0,2
91404,0,1,0,28,199887,1,5,3,4
91405,0,1,1,62,18194,2,8,7,2
91406,0,1,1,33,513749,1,2,0,1
91407,0,0,1,40,15242,6,18,0,2
91408,0,1,0,29,265062,1,2,9,2
91409,0,1,1,31,319929,1,3,1,2
91410,0,0,1,44,24886,2,4,4,2
91411,0,1,1,39,22785,6,8,7,2
91412,0,0,0,30,21389,1,1,0,2
91413,0,0,1,53,136160,1,6,0,3
91414,0,0,0,62,9620,4,11,0,2
91415,0,0,1,34,210108,4,26,7,2
91416,0,0,0,34,97523,2,8,2,2
91417,0,1,1,31,269201,1,4,0,2
91418,0,1,0,54,19250,2,3,4,3
91419,0,0,1,31,21306,2,2,0,3
91420,0,1,1,33,15624,2,2,0,2
91421,0,1,1,32,183924,1,6,0,2
91422,0,0,1,28,32091,1,5,0,2
91423,1,0,0,28,2232,7,6,0,2
91424,0,0,1,26,348592,3,3,0,1
91425,0,0,1,46,408651,1,19,0,2
91426,0,0,1,31,203409,2,13,4,2
91427,0,0,1,63,17193,2,10,0,3
91428,0,0,1,35,18882,2,15,3,2
91429,0,0,0,59,290515,3,5,0,2
91430,0,0,1,52,120060,0,3,0,3
91431,0,1,1,35,314539,2,4,6,3
91432,0,0,1,45,122131,5,17,7,3
91433,1,0,1,32,184415,1,22,1,2
91434,0,1,0,43,24519,5,3,0,3
91435,0,0,0,22,105941,2,2,0,2
91436,0,0,0,30,80594,1,11,13,2
91437,0,0,1,24,21425,1,3,0,2
91438,0,0,1,38,131869,4,2,0,2
91439,1,0,0,33,22054,1,2,3,2
91440,0,0,1,39,19929,3,8,13,3
91441,0,1,0,28,328896,1,18,0,3
91442,1,1,1,38,195844,1,14,0,3
91443,0,0,1,37,11040,0,16,0,2
91444,0,0,1,32,245538,2,9,2,3
91445,0,0,0,43,160925,6,8,0,2
91446,0,0,0,31,317935,1,2,0,4
91447,0,0,1,36,144545,2,3,2,3
91448,0,1,1,55,366631,9,8,4,2
91449,0,1,1,55,488678,8,3,1,2
91450,0,1,1,44,363527,2,3,0,2
91451,0,0,1,48,22705,2,7,0,2
91452,0,0,1,25,448057,1,3,9,2
91453,0,0,1,35,500989,2,12,0,2
91454,0,0,1,61,18743,5,15,0,3
91455,0,1,1,28,21505,5,4,0,2
91456,0,0,0,33,20968,6,24,0,2
91457,0,0,1,65,320195,3,8,0,2
91458,0,1,1,34,11572,6,3,9,2
91459,1,1,1,32,263967,3,5,7,3
91460,0,0,0,45,419716,2,3,0,3
91461,0,1,1,27,16729,3,8,8,2
91462,0,1,1,39,22697,1,3,15,1
91463,0,0,0,34,16468,3,9,0,2
91464,0,1,1,54,545381,2,8,0,2
91465,0,0,1,54,50831,2,4,0,2
91466,0,1,0,37,790269,5,16,0,2
91467,0,1,1,47,11923,2,1,4,3
91468,0,1,0,32,67896,2,3,0,2
91469,0,1,1,27,166197,1,9,0,2
91470,0,0,1,55,22517,1,3,3,1
91471,0,1,1,53,313173,3,17,5,4
91472,0,1,0,40,133366,2,10,3,2
91473,1,1,1,48,297500,3,5,10,3
91474,1,0,0,30,222418,1,13,2,3
91475,1,1,1,31,151014,1,13,1,1
91476,1,1,1,32,303691,2,4,0,3
91477,0,1,0,29,21295,2,3,2,3
91478,0,0,1,23,122531,2,9,0,2
91479,0,1,1,24,21072,1,12,0,2
91480,0,0,1,31,79356,2,2,10,2
91481,1,1,1,32,24162,2,1,0,3
91482,0,1,1,34,13506,6,10,8,2
91483,0,1,0,24,19564,4,7,0,2
91484,0,1,1,28,19975,2,17,7,2
91485,0,1,0,46,73939,1,4,0,2
91486,0,1,0,23,241446,3,3,0,2
91487,0,1,1,32,70825,4,2,0,2
91488,1,1,0,52,13702,2,3,0,3
91489,0,1,1,28,117359,6,8,7,2
91490,0,0,1,32,18455,2,9,6,3
91491,0,0,1,21,22565,2,4,7,2
91492,0,1,1,31,255406,2,23,1,2
91493,0,1,0,35,11734,2,4,0,1
91494,0,0,1,32,144426,2,15,6,4
91495,0,1,0,40,472978,2,4,0,2
91496,0,0,1,45,401348,3,2,4,1
91497,1,1,1,24,444748,5,4,10,2
91498,0,1,0,45,37633,2,7,0,2
91499,0,1,1,40,249858,2,3,3,3
91500,0,0,1,49,13602,2,3,0,3
91501,0,0,1,49,17751,2,14,9,2
91502,0,0,1,21,434687,1,4,0,2
91503,0,1,0,31,11142,1,6,0,2
91504,0,0,1,42,171387,1,9,7,2
91505,0,1,1,35,101571,3,8,6,3
91506,0,0,0,41,432387,4,2,0,3
91507,0,0,1,44,66324,3,8,5,2
91508,0,1,1,34,24549,1,3,4,1
91509,1,0,0,31,48267,6,8,0,4
91510,0,0,1,33,24720,1,3,0,2
91511,1,1,0,51,22802,2,9,0,2
91512,0,1,1,42,16833,5,2,0,1
91513,0,0,1,39,74921,1,4,16,2
91514,0,1,1,30,11734,3,4,0,3
91515,0,1,1,25,93499,2,3,0,2
91516,0,1,1,40,530349,6,12,8,2
91517,0,1,1,30,19943,2,4,0,2
91518,0,0,1,35,63219,4,3,0,2
91519,0,0,0,34,192607,2,8,5,2
91520,0,0,1,50,367089,2,3,0,2
91521,0,0,0,34,23504,2,12,0,4
91522,0,1,1,35,613634,2,3,4,1
91523,0,0,1,32,62046,1,5,7,2
91524,0,1,1,34,23694,0,15,0,3
91525,0,1,1,52,197308,1,26,9,2
91526,0,0,1,30,15789,2,2,0,3
91527,0,0,1,34,247009,1,1,0,3
91528,0,1,1,58,99398,4,3,0,2
91529,0,0,1,33,220792,2,15,0,2
91530,0,0,1,40,21244,4,8,11,2
91531,1,0,1,45,23323,1,12,6,4
91532,0,1,1,27,18447,1,6,0,2
91533,0,0,1,51,13466,1,20,0,2
91534,0,1,1,35,73851,3,8,0,2
91535,0,0,1,33,49668,3,3,0,2
91536,0,1,1,27,20872,4,6,0,3
91537,0,0,1,46,79900,7,4,0,2
91538,0,1,1,39,217231,3,3,0,2
91539,1,1,1,51,24220,5,6,0,4
91540,0,1,1,24,313342,2,9,4,2
91541,0,0,0,34,9576,2,16,2,2
91542,0,0,1,29,23397,3,13,0,2
91543,0,1,0,26,8345,8,5,10,3
91544,0,1,1,30,284108,3,3,0,2
91545,0,1,1,55,800445,2,3,0,3
91546,0,1,1,39,18214,5,20,4,2
91547,0,1,1,50,136778,1,6,0,2
91548,0,1,1,39,450139,4,3,0,3
91549,0,0,1,37,19017,2,11,0,2
91550,0,0,1,33,148559,1,11,10,3
91551,0,1,0,60,354200,5,4,0,2
91552,1,1,0,29,128145,1,26,4,2
91553,0,0,1,43,666481,5,3,0,2
91554,0,0,1,37,305648,3,9,3,2
91555,0,1,1,53,20536,2,10,0,3
91556,0,1,0,43,241809,5,5,0,1
91557,0,1,1,33,9613,0,2,0,2
91558,0,0,1,33,16841,5,2,8,3
91559,0,0,1,35,652698,2,6,3,4
91560,0,0,0,45,15144,2,4,0,2
91561,0,1,1,26,16351,2,7,0,3
91562,0,0,0,30,57666,2,3,0,2
91563,0,1,1,53,36217,5,7,0,3
91564,0,1,1,41,16096,4,2,10,2
91565,0,0,1,29,22995,1,6,0,3
91566,0,0,1,33,23293,2,8,3,2
